region,date,cases,7_day_rolling_cases,7_day_average_hospitalised,7_day_average_ICU,7_day_average_cases
SA,2022-08-24,936.0,903.0,247.0,8.0,903.0
QLD,2022-08-24,2612.0,2371.0,401.0,14.0,2371.0
AUS,2022-08-24,16029.0,15088.0,,,
WA,2022-08-24,1685.0,1617.0,243.0,6.0,1617.0
WA,2022-08-25,1366.0,1496.0,237.0,6.0,1496.0
TAS,2022-08-25,242.0,290.0,53.0,7.0,290.0
QLD,2022-08-25,2216.0,2251.0,386.0,14.0,2251.0
VIC,2022-08-25,3261.0,3215.0,446.0,25.0,3215.0
AUS,2022-08-25,13976.0,14230.0,,,
ACT,2022-08-25,252.0,245.0,119.0,3.0,245.0
NSW,2022-08-25,5790.0,5773.0,1916.0,48.0,5773.0
SA,2022-08-25,749.0,843.0,249.0,8.0,843.0
NT,2022-08-25,100.0,118.0,29.0,1.0,118.0
TAS,2022-08-26,266.0,270.0,50.0,7.0,270.0
QLD,2022-08-26,2091.0,2157.0,372.0,14.0,2157.0
NT,2022-08-26,113.0,115.0,26.0,1.0,115.0
ACT,2022-08-26,247.0,243.0,117.0,2.0,243.0
VIC,2022-08-26,2935.0,3083.0,427.0,24.0,3083.0
NSW,2022-08-26,5645.0,5594.0,1887.0,45.0,5594.0
AUS,2022-08-26,13496.0,13713.0,,,
SA,2022-08-26,770.0,801.0,240.0,8.0,801.0
WA,2022-08-26,1429.0,1449.0,234.0,6.0,1449.0
ACT,2022-08-27,212.0,238.0,115.0,2.0,238.0
VIC,2022-08-27,2532.0,2966.0,407.0,23.0,2966.0
TAS,2022-08-27,208.0,254.0,47.0,5.0,254.0
QLD,2022-08-27,1852.0,2044.0,359.0,13.0,2044.0
AUS,2022-08-27,11370.0,13152.0,,,
NT,2022-08-27,97.0,110.0,24.0,0.0,110.0
SA,2022-08-27,566.0,760.0,228.0,9.0,760.0
NSW,2022-08-27,4738.0,5397.0,1868.0,43.0,5397.0
WA,2022-08-27,1165.0,1383.0,232.0,6.0,1383.0
VIC,2022-08-28,2099.0,2918.0,400.0,23.0,2918.0
WA,2022-08-28,1055.0,1370.0,231.0,6.0,1370.0
SA,2022-08-28,664.0,760.0,228.0,9.0,760.0
TAS,2022-08-28,178.0,249.0,43.0,2.0,249.0
QLD,2022-08-28,1125.0,2038.0,347.0,13.0,2038.0
NSW,2022-08-28,4160.0,5372.0,1854.0,42.0,5372.0
ACT,2022-08-28,175.0,236.0,112.0,2.0,236.0
NT,2022-08-28,63.0,109.0,21.0,0.0,109.0
AUS,2022-08-28,9519.0,13051.0,,,
QLD,2022-08-29,1233.0,1987.0,332.0,13.0,1987.0
TAS,2022-08-29,172.0,243.0,40.0,2.0,243.0
NT,2022-08-29,67.0,104.0,19.0,0.0,104.0
NSW,2022-08-29,3394.0,5141.0,1842.0,42.0,5141.0
VIC,2022-08-29,2147.0,2853.0,390.0,22.0,2853.0
SA,2022-08-29,565.0,729.0,217.0,8.0,729.0
WA,2022-08-29,982.0,1351.0,230.0,6.0,1351.0
ACT,2022-08-29,148.0,227.0,110.0,3.0,227.0
AUS,2022-08-29,8708.0,12634.0,,,
ACT,2022-08-30,202.0,219.0,108.0,2.0,219.0
SA,2022-08-30,685.0,705.0,201.0,8.0,705.0
AUS,2022-08-30,12162.0,12180.0,,,
NT,2022-08-30,116.0,100.0,19.0,0.0,100.0
NSW,2022-08-30,4271.0,4955.0,1828.0,40.0,4955.0
WA,2022-08-30,1277.0,1280.0,229.0,6.0,1280.0
VIC,2022-08-30,2950.0,2755.0,376.0,21.0,2755.0
QLD,2022-08-30,2404.0,1933.0,319.0,13.0,1933.0
TAS,2022-08-30,257.0,233.0,36.0,1.0,233.0
VIC,2022-08-31,2857.0,2683.0,366.0,21.0,2683.0
NT,2022-08-31,123.0,97.0,19.0,0.0,97.0
ACT,2022-08-31,236.0,210.0,104.0,2.0,210.0
AUS,2022-08-31,13231.0,11780.0,,,
NSW,2022-08-31,5434.0,4776.0,1819.0,40.0,4776.0
SA,2022-08-31,639.0,663.0,181.0,8.0,663.0
TAS,2022-08-31,268.0,227.0,33.0,1.0,227.0
WA,2022-08-31,1380.0,1236.0,227.0,6.0,1236.0
QLD,2022-08-31,2294.0,1888.0,311.0,12.0,1888.0
NT,2022-09-01,112.0,99.0,19.0,0.0,99.0
WA,2022-09-01,1211.0,1214.0,226.0,6.0,1214.0
QLD,2022-09-01,2033.0,1862.0,306.0,12.0,1862.0
ACT,2022-09-01,199.0,203.0,101.0,2.0,203.0
AUS,2022-09-01,11734.0,11460.0,,,
TAS,2022-09-01,217.0,224.0,31.0,1.0,224.0
SA,2022-09-01,616.0,644.0,159.0,7.0,644.0
VIC,2022-09-01,2645.0,2595.0,356.0,20.0,2595.0
NSW,2022-09-01,4701.0,4620.0,1808.0,40.0,4620.0
TAS,2022-09-02,189.0,213.0,30.0,1.0,213.0
ACT,2022-09-02,163.0,191.0,98.0,2.0,191.0
VIC,2022-09-02,2393.0,2518.0,343.0,19.0,2518.0
WA,2022-09-02,1200.0,1181.0,225.0,6.0,1181.0
QLD,2022-09-02,1794.0,1819.0,301.0,11.0,1819.0
NT,2022-09-02,98.0,97.0,20.0,0.0,97.0
AUS,2022-09-02,10564.0,11041.0,,,
SA,2022-09-02,558.0,613.0,149.0,7.0,613.0
NSW,2022-09-02,4169.0,4410.0,1800.0,40.0,4410.0
WA,2022-09-03,1076.0,1169.0,223.0,6.0,1169.0
TAS,2022-09-03,179.0,209.0,29.0,1.0,209.0
QLD,2022-09-03,1122.0,1715.0,298.0,11.0,1715.0
SA,2022-09-03,532.0,608.0,137.0,6.0,608.0
NSW,2022-09-03,3602.0,4247.0,1787.0,40.0,4247.0
ACT,2022-09-03,180.0,186.0,96.0,2.0,186.0
AUS,2022-09-03,8761.0,10668.0,,,
NT,2022-09-03,57.0,91.0,20.0,0.0,91.0
VIC,2022-09-03,2013.0,2443.0,332.0,17.0,2443.0
NSW,2022-09-04,2887.0,4065.0,1768.0,39.0,4065.0
SA,2022-09-04,382.0,568.0,128.0,6.0,568.0
NT,2022-09-04,57.0,90.0,21.0,0.0,90.0
WA,2022-09-04,816.0,1135.0,218.0,6.0,1135.0
AUS,2022-09-04,7020.0,10311.0,,,
ACT,2022-09-04,122.0,179.0,95.0,1.0,179.0
VIC,2022-09-04,1519.0,2361.0,319.0,15.0,2361.0
TAS,2022-09-04,115.0,200.0,29.0,1.0,200.0
QLD,2022-09-04,1122.0,1715.0,297.0,11.0,1715.0
ACT,2022-09-05,124.0,175.0,93.0,1.0,175.0
VIC,2022-09-05,1709.0,2298.0,308.0,14.0,2298.0
QLD,2022-09-05,1008.0,1682.0,297.0,11.0,1682.0
NSW,2022-09-05,2341.0,3915.0,1743.0,39.0,3915.0
TAS,2022-09-05,100.0,189.0,29.0,1.0,189.0
WA,2022-09-05,758.0,1103.0,215.0,5.0,1103.0
SA,2022-09-05,406.0,545.0,121.0,7.0,545.0
AUS,2022-09-05,6498.0,9996.0,,,
NT,2022-09-05,52.0,88.0,22.0,0.0,88.0
QLD,2022-09-06,1631.0,1572.0,288.0,10.0,1572.0
ACT,2022-09-06,160.0,169.0,92.0,1.0,169.0
AUS,2022-09-06,9251.0,9580.0,,,
SA,2022-09-06,615.0,535.0,116.0,7.0,535.0
WA,2022-09-06,1161.0,1086.0,210.0,6.0,1086.0
TAS,2022-09-06,198.0,181.0,29.0,1.0,181.0
NSW,2022-09-06,3000.0,3733.0,1716.0,39.0,3733.0
NT,2022-09-06,111.0,87.0,21.0,0.0,87.0
VIC,2022-09-06,2375.0,2216.0,297.0,13.0,2216.0
QLD,2022-09-07,1776.0,1498.0,277.0,10.0,1498.0
TAS,2022-09-07,165.0,166.0,28.0,1.0,166.0
AUS,2022-09-07,10051.0,9126.0,,,
WA,2022-09-07,1335.0,1080.0,206.0,6.0,1080.0
ACT,2022-09-07,138.0,155.0,92.0,1.0,155.0
NT,2022-09-07,88.0,82.0,20.0,0.0,82.0
SA,2022-09-07,646.0,536.0,112.0,7.0,536.0
NSW,2022-09-07,3666.0,3481.0,1684.0,39.0,3481.0
VIC,2022-09-07,2237.0,2127.0,281.0,13.0,2127.0
ACT,2022-09-08,179.0,152.0,91.0,1.0,152.0
NT,2022-09-08,90.0,79.0,19.0,0.0,79.0
SA,2022-09-08,654.0,542.0,109.0,7.0,542.0
AUS,2022-09-08,9176.0,8760.0,,,
TAS,2022-09-08,165.0,159.0,27.0,1.0,159.0
WA,2022-09-08,1088.0,1062.0,204.0,6.0,1062.0
QLD,2022-09-08,1564.0,1431.0,265.0,9.0,1431.0
NSW,2022-09-08,3334.0,3286.0,1652.0,38.0,3286.0
VIC,2022-09-08,2102.0,2050.0,266.0,13.0,2050.0
SA,2022-09-09,569.0,543.0,105.0,8.0,543.0
AUS,2022-09-09,8396.0,8450.0,,,
QLD,2022-09-09,1426.0,1378.0,256.0,8.0,1378.0
NSW,2022-09-09,2920.0,3107.0,1620.0,37.0,3107.0
TAS,2022-09-09,174.0,157.0,26.0,1.0,157.0
VIC,2022-09-09,2106.0,2009.0,254.0,13.0,2009.0
WA,2022-09-09,995.0,1033.0,201.0,6.0,1033.0
NT,2022-09-09,69.0,75.0,18.0,0.0,75.0
ACT,2022-09-09,137.0,149.0,90.0,1.0,149.0
NT,2022-09-10,25.0,70.0,17.0,0.0,70.0
TAS,2022-09-10,130.0,150.0,25.0,1.0,150.0
QLD,2022-09-10,988.0,1359.0,247.0,7.0,1359.0
WA,2022-09-10,750.0,986.0,198.0,6.0,986.0
SA,2022-09-10,442.0,531.0,102.0,8.0,531.0
VIC,2022-09-10,1718.0,1967.0,242.0,13.0,1967.0
AUS,2022-09-10,6798.0,8170.0,,,
NSW,2022-09-10,2655.0,2972.0,1583.0,35.0,2972.0
ACT,2022-09-10,90.0,136.0,89.0,1.0,136.0
NSW,2022-09-11,2212.0,2875.0,1546.0,33.0,2875.0
VIC,2022-09-11,1364.0,1944.0,231.0,13.0,1944.0
NT,2022-09-11,25.0,66.0,17.0,0.0,66.0
TAS,2022-09-11,130.0,152.0,24.0,1.0,152.0
ACT,2022-09-11,90.0,131.0,89.0,1.0,131.0
AUS,2022-09-11,6001.0,8024.0,,,
QLD,2022-09-11,988.0,1340.0,238.0,6.0,1340.0
SA,2022-09-11,442.0,539.0,86.0,8.0,539.0
WA,2022-09-11,750.0,977.0,197.0,5.0,977.0
SA,2022-09-12,423.0,542.0,81.0,7.0,542.0
QLD,2022-09-12,863.0,1319.0,230.0,6.0,1319.0
TAS,2022-09-12,120.0,155.0,22.0,1.0,155.0
NSW,2022-09-12,1854.0,2806.0,1509.0,31.0,2806.0
NT,2022-09-12,36.0,63.0,16.0,0.0,63.0
AUS,2022-09-12,5478.0,7879.0,,,
ACT,2022-09-12,70.0,123.0,87.0,1.0,123.0
WA,2022-09-12,670.0,964.0,194.0,5.0,964.0
VIC,2022-09-12,1442.0,1906.0,226.0,13.0,1906.0
NSW,2022-09-13,2418.0,2723.0,1475.0,30.0,2723.0
VIC,2022-09-13,1801.0,1824.0,222.0,12.0,1824.0
TAS,2022-09-13,174.0,151.0,20.0,1.0,151.0
QLD,2022-09-13,1541.0,1307.0,219.0,6.0,1307.0
ACT,2022-09-13,117.0,117.0,85.0,1.0,117.0
NT,2022-09-13,58.0,56.0,15.0,0.0,56.0
WA,2022-09-13,977.0,938.0,190.0,5.0,938.0
AUS,2022-09-13,7645.0,7649.0,,,
SA,2022-09-13,559.0,534.0,79.0,7.0,534.0
NSW,2022-09-14,2821.0,2602.0,1443.0,30.0,2602.0
VIC,2022-09-14,1871.0,1772.0,222.0,12.0,1772.0
TAS,2022-09-14,144.0,148.0,19.0,1.0,148.0
WA,2022-09-14,1065.0,899.0,187.0,5.0,899.0
SA,2022-09-14,518.0,515.0,76.0,7.0,515.0
AUS,2022-09-14,8074.0,7367.0,,,
QLD,2022-09-14,1457.0,1261.0,211.0,6.0,1261.0
ACT,2022-09-14,126.0,116.0,83.0,1.0,116.0
NT,2022-09-14,72.0,54.0,14.0,0.0,54.0
WA,2022-09-15,941.0,878.0,181.0,4.0,878.0
AUS,2022-09-15,7911.0,7186.0,,,
NSW,2022-09-15,2671.0,2507.0,1415.0,30.0,2507.0
VIC,2022-09-15,1796.0,1728.0,214.0,12.0,1728.0
QLD,2022-09-15,1457.0,1246.0,204.0,7.0,1246.0
ACT,2022-09-15,133.0,109.0,81.0,1.0,109.0
NT,2022-09-15,83.0,53.0,14.0,0.0,53.0
SA,2022-09-15,699.0,522.0,73.0,7.0,522.0
TAS,2022-09-15,131.0,143.0,19.0,1.0,143.0
QLD,2022-09-16,1437.0,1247.0,196.0,7.0,1247.0
WA,2022-09-16,882.0,862.0,175.0,4.0,862.0
SA,2022-09-16,496.0,511.0,70.0,6.0,511.0
ACT,2022-09-16,126.0,107.0,80.0,1.0,107.0
NSW,2022-09-16,2624.0,2465.0,1385.0,30.0,2465.0
AUS,2022-09-16,7475.0,7055.0,,,
NT,2022-09-16,55.0,51.0,14.0,0.0,51.0
TAS,2022-09-16,138.0,138.0,18.0,0.0,138.0
VIC,2022-09-16,1717.0,1673.0,212.0,12.0,1673.0
QLD,2022-09-17,883.0,1232.0,188.0,6.0,1232.0
WA,2022-09-17,647.0,847.0,169.0,4.0,847.0
NT,2022-09-17,42.0,53.0,15.0,0.0,53.0
TAS,2022-09-17,126.0,138.0,18.0,0.0,138.0
AUS,2022-09-17,5865.0,6921.0,,,
ACT,2022-09-17,92.0,108.0,79.0,1.0,108.0
VIC,2022-09-17,1430.0,1632.0,211.0,12.0,1632.0
NSW,2022-09-17,2240.0,2406.0,1361.0,30.0,2406.0
SA,2022-09-17,405.0,506.0,67.0,6.0,506.0
NSW,2022-09-18,1835.0,2352.0,1336.0,30.0,2352.0
TAS,2022-09-18,126.0,137.0,17.0,0.0,137.0
AUS,2022-09-18,5159.0,6801.0,,,
WA,2022-09-18,647.0,833.0,163.0,3.0,833.0
ACT,2022-09-18,92.0,108.0,77.0,1.0,108.0
NT,2022-09-18,42.0,55.0,15.0,0.0,55.0
VIC,2022-09-18,1129.0,1598.0,205.0,12.0,1598.0
QLD,2022-09-18,883.0,1217.0,181.0,6.0,1217.0
SA,2022-09-18,405.0,501.0,64.0,5.0,501.0
WA,2022-09-19,547.0,815.0,159.0,3.0,815.0
ACT,2022-09-19,98.0,112.0,76.0,1.0,112.0
QLD,2022-09-19,753.0,1202.0,172.0,6.0,1202.0
AUS,2022-09-19,4593.0,6675.0,,,
VIC,2022-09-19,1168.0,1559.0,195.0,11.0,1559.0
SA,2022-09-19,376.0,494.0,62.0,4.0,494.0
NT,2022-09-19,30.0,55.0,16.0,0.0,55.0
TAS,2022-09-19,108.0,135.0,18.0,0.0,135.0
NSW,2022-09-19,1513.0,2303.0,1310.0,30.0,2303.0
TAS,2022-09-20,134.0,130.0,19.0,0.0,130.0
AUS,2022-09-20,6723.0,6543.0,,,
VIC,2022-09-20,1628.0,1534.0,185.0,11.0,1534.0
SA,2022-09-20,495.0,485.0,59.0,4.0,485.0
NT,2022-09-20,73.0,57.0,17.0,0.0,57.0
QLD,2022-09-20,1345.0,1174.0,167.0,6.0,1174.0
ACT,2022-09-20,112.0,111.0,76.0,2.0,111.0
NSW,2022-09-20,2054.0,2251.0,1288.0,29.0,2251.0
WA,2022-09-20,882.0,802.0,154.0,3.0,802.0
TAS,2022-09-21,144.0,130.0,19.0,0.0,130.0
ACT,2022-09-21,113.0,109.0,75.0,1.0,109.0
QLD,2022-09-21,1270.0,1147.0,161.0,6.0,1147.0
AUS,2022-09-21,6449.0,6311.0,,,
NT,2022-09-21,62.0,55.0,16.0,0.0,55.0
SA,2022-09-21,507.0,483.0,57.0,4.0,483.0
VIC,2022-09-21,1474.0,1477.0,173.0,10.0,1477.0
WA,2022-09-21,788.0,762.0,148.0,2.0,762.0
NSW,2022-09-21,2091.0,2147.0,1260.0,28.0,2147.0
AUS,2022-09-22,5076.0,5906.0,,,
WA,2022-09-22,577.0,710.0,145.0,2.0,710.0
ACT,2022-09-22,88.0,103.0,74.0,1.0,103.0
SA,2022-09-22,387.0,439.0,55.0,4.0,439.0
NSW,2022-09-22,1953.0,2044.0,1238.0,27.0,2044.0
VIC,2022-09-22,1041.0,1370.0,169.0,9.0,1370.0
TAS,2022-09-22,132.0,130.0,20.0,0.0,130.0
NT,2022-09-22,53.0,51.0,16.0,0.0,51.0
QLD,2022-09-22,845.0,1059.0,156.0,5.0,1059.0
AUS,2022-09-23,5099.0,5566.0,,,
SA,2022-09-23,449.0,432.0,55.0,4.0,432.0
WA,2022-09-23,661.0,678.0,143.0,2.0,678.0
TAS,2022-09-23,116.0,127.0,21.0,1.0,127.0
VIC,2022-09-23,1116.0,1284.0,160.0,9.0,1284.0
QLD,2022-09-23,1021.0,1000.0,152.0,6.0,1000.0
NSW,2022-09-23,1626.0,1902.0,1221.0,27.0,1902.0
ACT,2022-09-23,71.0,95.0,72.0,1.0,95.0
NT,2022-09-23,39.0,49.0,15.0,1.0,49.0
NT,2022-09-24,34.0,48.0,15.0,1.0,48.0
SA,2022-09-24,392.0,430.0,54.0,4.0,430.0
NSW,2022-09-24,1793.0,1838.0,1206.0,27.0,1838.0
QLD,2022-09-24,630.0,964.0,147.0,6.0,964.0
TAS,2022-09-24,80.0,120.0,21.0,1.0,120.0
VIC,2022-09-24,1007.0,1223.0,150.0,9.0,1223.0
ACT,2022-09-24,115.0,98.0,70.0,1.0,98.0
AUS,2022-09-24,4609.0,5387.0,,,
WA,2022-09-24,558.0,666.0,141.0,2.0,666.0
WA,2022-09-25,520.0,648.0,139.0,2.0,648.0
NT,2022-09-25,27.0,45.0,14.0,1.0,45.0
QLD,2022-09-25,723.0,941.0,142.0,6.0,941.0
SA,2022-09-25,423.0,433.0,53.0,4.0,433.0
AUS,2022-09-25,4482.0,5290.0,,,
VIC,2022-09-25,1277.0,1244.0,145.0,10.0,1244.0
ACT,2022-09-25,75.0,96.0,68.0,1.0,96.0
TAS,2022-09-25,68.0,112.0,21.0,1.0,112.0
NSW,2022-09-25,1369.0,1771.0,1199.0,26.0,1771.0
SA,2022-09-26,392.0,435.0,51.0,5.0,435.0
TAS,2022-09-26,143.0,117.0,19.0,1.0,117.0
ACT,2022-09-26,75.0,93.0,66.0,1.0,93.0
WA,2022-09-26,564.0,650.0,138.0,2.0,650.0
NT,2022-09-26,66.0,51.0,13.0,1.0,51.0
AUS,2022-09-26,6224.0,5523.0,,,
NSW,2022-09-26,1806.0,1813.0,1184.0,26.0,1813.0
QLD,2022-09-26,1428.0,1037.0,137.0,5.0,1037.0
VIC,2022-09-26,1750.0,1328.0,144.0,10.0,1328.0
VIC,2022-09-27,1630.0,1328.0,143.0,10.0,1328.0
SA,2022-09-27,384.0,419.0,49.0,5.0,419.0
WA,2022-09-27,847.0,645.0,139.0,2.0,645.0
NT,2022-09-27,64.0,49.0,13.0,1.0,49.0
QLD,2022-09-27,1267.0,1026.0,133.0,5.0,1026.0
NSW,2022-09-27,2148.0,1827.0,1166.0,26.0,1827.0
AUS,2022-09-27,6577.0,5502.0,,,
TAS,2022-09-27,138.0,117.0,18.0,1.0,117.0
ACT,2022-09-27,99.0,91.0,64.0,0.0,91.0
NSW,2022-09-28,2050.0,1821.0,1157.0,27.0,1821.0
AUS,2022-09-28,6526.0,5513.0,,,
WA,2022-09-28,803.0,647.0,139.0,2.0,647.0
TAS,2022-09-28,87.0,109.0,16.0,1.0,109.0
NT,2022-09-28,56.0,48.0,13.0,1.0,48.0
ACT,2022-09-28,106.0,90.0,62.0,0.0,90.0
SA,2022-09-28,574.0,429.0,46.0,5.0,429.0
VIC,2022-09-28,1633.0,1351.0,144.0,10.0,1351.0
QLD,2022-09-28,1217.0,1019.0,129.0,5.0,1019.0
TAS,2022-09-29,112.0,106.0,15.0,1.0,106.0
SA,2022-09-29,426.0,434.0,44.0,5.0,434.0
WA,2022-09-29,741.0,671.0,139.0,2.0,671.0
NT,2022-09-29,54.0,49.0,13.0,1.0,49.0
QLD,2022-09-29,1051.0,1048.0,124.0,5.0,1048.0
NSW,2022-09-29,1821.0,1802.0,1140.0,27.0,1802.0
VIC,2022-09-29,1346.0,1394.0,142.0,11.0,1394.0
ACT,2022-09-29,78.0,88.0,60.0,0.0,88.0
AUS,2022-09-29,5629.0,5592.0,,,
TAS,2022-09-30,86.0,102.0,14.0,1.0,102.0
NSW,2022-09-30,1689.0,1811.0,1120.0,26.0,1811.0
VIC,2022-09-30,1416.0,1437.0,142.0,11.0,1437.0
ACT,2022-09-30,70.0,88.0,59.0,0.0,88.0
WA,2022-09-30,693.0,675.0,140.0,2.0,675.0
AUS,2022-09-30,5454.0,5643.0,,,
NT,2022-09-30,45.0,49.0,13.0,0.0,49.0
SA,2022-09-30,409.0,429.0,42.0,5.0,429.0
QLD,2022-09-30,1046.0,1052.0,119.0,4.0,1052.0
AUS,2022-10-01,4165.0,5580.0,,,
ACT,2022-10-01,66.0,81.0,58.0,0.0,81.0
VIC,2022-10-01,974.0,1432.0,142.0,10.0,1432.0
NSW,2022-10-01,1515.0,1771.0,1103.0,26.0,1771.0
TAS,2022-10-01,68.0,100.0,12.0,1.0,100.0
WA,2022-10-01,548.0,674.0,140.0,2.0,674.0
QLD,2022-10-01,678.0,1059.0,113.0,4.0,1059.0
NT,2022-10-01,26.0,48.0,12.0,0.0,48.0
SA,2022-10-01,290.0,414.0,40.0,4.0,414.0
WA,2022-10-02,482.0,668.0,141.0,2.0,668.0
VIC,2022-10-02,1092.0,1406.0,144.0,10.0,1406.0
QLD,2022-10-02,711.0,1057.0,109.0,4.0,1057.0
NT,2022-10-02,30.0,49.0,12.0,0.0,49.0
AUS,2022-10-02,3869.0,5492.0,,,
NSW,2022-10-02,1083.0,1730.0,1082.0,25.0,1730.0
TAS,2022-10-02,60.0,99.0,11.0,1.0,99.0
SA,2022-10-02,345.0,403.0,39.0,4.0,403.0
ACT,2022-10-02,66.0,80.0,58.0,0.0,80.0
SA,2022-10-03,405.0,405.0,38.0,4.0,405.0
NT,2022-10-03,42.0,45.0,11.0,0.0,45.0
ACT,2022-10-03,56.0,77.0,57.0,0.0,77.0
WA,2022-10-03,708.0,689.0,143.0,2.0,689.0
QLD,2022-10-03,941.0,987.0,104.0,4.0,987.0
AUS,2022-10-03,4751.0,5282.0,,,
NSW,2022-10-03,1048.0,1622.0,1066.0,25.0,1622.0
TAS,2022-10-03,102.0,93.0,10.0,1.0,93.0
VIC,2022-10-03,1449.0,1363.0,141.0,9.0,1363.0
VIC,2022-10-04,1532.0,1349.0,140.0,9.0,1349.0
SA,2022-10-04,385.0,405.0,38.0,4.0,405.0
TAS,2022-10-04,124.0,91.0,10.0,0.0,91.0
QLD,2022-10-04,1403.0,1007.0,102.0,4.0,1007.0
WA,2022-10-04,750.0,675.0,144.0,3.0,675.0
ACT,2022-10-04,70.0,73.0,57.0,1.0,73.0
AUS,2022-10-04,5848.0,5177.0,,,
NSW,2022-10-04,1548.0,1536.0,1050.0,25.0,1536.0
NT,2022-10-04,36.0,41.0,9.0,0.0,41.0
VIC,2022-10-05,1420.0,1318.0,137.0,9.0,1318.0
ACT,2022-10-05,117.0,75.0,56.0,1.0,75.0
NSW,2022-10-05,1974.0,1525.0,1035.0,24.0,1525.0
QLD,2022-10-05,1198.0,1004.0,100.0,3.0,1004.0
TAS,2022-10-05,117.0,96.0,10.0,0.0,96.0
AUS,2022-10-05,5986.0,5100.0,,,
NT,2022-10-05,51.0,41.0,8.0,0.0,41.0
SA,2022-10-05,392.0,379.0,40.0,3.0,379.0
WA,2022-10-05,717.0,663.0,145.0,3.0,663.0
WA,2022-10-06,705.0,658.0,149.0,3.0,658.0
ACT,2022-10-06,81.0,75.0,56.0,1.0,75.0
QLD,2022-10-06,1106.0,1012.0,101.0,3.0,1012.0
NT,2022-10-06,49.0,40.0,8.0,0.0,40.0
SA,2022-10-06,444.0,381.0,41.0,4.0,381.0
VIC,2022-10-06,1220.0,1300.0,141.0,9.0,1300.0
AUS,2022-10-06,5645.0,5103.0,,,
TAS,2022-10-06,111.0,95.0,9.0,0.0,95.0
NSW,2022-10-06,1929.0,1541.0,1020.0,24.0,1541.0
NT,2022-10-07,43.0,40.0,7.0,0.0,40.0
VIC,2022-10-07,1188.0,1268.0,143.0,8.0,1268.0
AUS,2022-10-07,4947.0,5030.0,,,
TAS,2022-10-07,91.0,96.0,9.0,0.0,96.0
QLD,2022-10-07,990.0,1004.0,102.0,3.0,1004.0
ACT,2022-10-07,75.0,76.0,56.0,1.0,76.0
NSW,2022-10-07,1601.0,1528.0,1008.0,23.0,1528.0
WA,2022-10-07,627.0,648.0,151.0,4.0,648.0
SA,2022-10-07,332.0,370.0,44.0,3.0,370.0
NT,2022-10-08,23.0,39.0,6.0,0.0,39.0
ACT,2022-10-08,64.0,76.0,56.0,1.0,76.0
AUS,2022-10-08,3949.0,4999.0,,,
SA,2022-10-08,294.0,371.0,47.0,3.0,371.0
WA,2022-10-08,535.0,646.0,153.0,4.0,646.0
VIC,2022-10-08,812.0,1245.0,144.0,7.0,1245.0
TAS,2022-10-08,71.0,97.0,9.0,1.0,97.0
NSW,2022-10-08,1535.0,1531.0,994.0,23.0,1531.0
QLD,2022-10-08,615.0,995.0,102.0,3.0,995.0
ACT,2022-10-09,87.0,79.0,56.0,1.0,79.0
NT,2022-10-09,25.0,38.0,6.0,1.0,38.0
VIC,2022-10-09,1030.0,1236.0,145.0,7.0,1236.0
QLD,2022-10-09,707.0,994.0,101.0,2.0,994.0
SA,2022-10-09,298.0,364.0,48.0,3.0,364.0
AUS,2022-10-09,4222.0,5050.0,,,
NSW,2022-10-09,1444.0,1583.0,982.0,24.0,1583.0
TAS,2022-10-09,66.0,97.0,9.0,1.0,97.0
WA,2022-10-09,565.0,658.0,155.0,4.0,658.0
QLD,2022-10-10,1132.0,1022.0,101.0,2.0,1022.0
NSW,2022-10-10,1705.0,1677.0,966.0,23.0,1677.0
NT,2022-10-10,39.0,38.0,6.0,1.0,38.0
SA,2022-10-10,407.0,365.0,50.0,3.0,365.0
TAS,2022-10-10,112.0,99.0,9.0,1.0,99.0
VIC,2022-10-10,1280.0,1212.0,147.0,7.0,1212.0
ACT,2022-10-10,110.0,86.0,56.0,1.0,86.0
AUS,2022-10-10,5628.0,5175.0,,,
WA,2022-10-10,843.0,677.0,156.0,4.0,677.0
TAS,2022-10-11,127.0,99.0,9.0,1.0,99.0
NT,2022-10-11,46.0,39.0,7.0,1.0,39.0
VIC,2022-10-11,1319.0,1181.0,149.0,7.0,1181.0
SA,2022-10-11,390.0,365.0,51.0,3.0,365.0
AUS,2022-10-11,5778.0,5165.0,,,
QLD,2022-10-11,1030.0,968.0,102.0,2.0,968.0
ACT,2022-10-11,108.0,92.0,56.0,1.0,92.0
NSW,2022-10-11,1955.0,1735.0,954.0,23.0,1735.0
WA,2022-10-11,803.0,685.0,158.0,4.0,685.0
WA,2022-10-12,773.0,693.0,160.0,4.0,693.0
NT,2022-10-12,42.0,38.0,8.0,1.0,38.0
AUS,2022-10-12,5529.0,5100.0,,,
SA,2022-10-12,401.0,367.0,50.0,3.0,367.0
VIC,2022-10-12,1228.0,1154.0,150.0,7.0,1154.0
QLD,2022-10-12,970.0,936.0,101.0,2.0,936.0
NSW,2022-10-12,1891.0,1723.0,943.0,23.0,1723.0
TAS,2022-10-12,116.0,99.0,9.0,1.0,99.0
ACT,2022-10-12,108.0,90.0,55.0,1.0,90.0
NT,2022-10-13,31.0,36.0,8.0,1.0,36.0
AUS,2022-10-13,5372.0,5061.0,,,
WA,2022-10-13,743.0,698.0,158.0,3.0,698.0
SA,2022-10-13,414.0,362.0,50.0,2.0,362.0
VIC,2022-10-13,1141.0,1143.0,149.0,7.0,1143.0
